Experiment	Type	URL
SRX15289067	paired	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR192/007/SRR19225207/SRR19225207_1.fastq.gz
SRX15289067	paired	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR192/007/SRR19225207/SRR19225207_2.fastq.gz
SRX15289066	paired	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR192/008/SRR19225208/SRR19225208_1.fastq.gz
SRX15289066	paired	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR192/008/SRR19225208/SRR19225208_2.fastq.gz
SRX15289061	paired	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR192/013/SRR19225213/SRR19225213_1.fastq.gz
SRX15289061	paired	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR192/013/SRR19225213/SRR19225213_2.fastq.gz
SRX15289062	paired	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR192/012/SRR19225212/SRR19225212_1.fastq.gz
SRX15289062	paired	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR192/012/SRR19225212/SRR19225212_2.fastq.gz
SRX15289063	paired	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR192/011/SRR19225211/SRR19225211_1.fastq.gz
SRX15289063	paired	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR192/011/SRR19225211/SRR19225211_2.fastq.gz
SRX15289060	paired	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR192/014/SRR19225214/SRR19225214_1.fastq.gz
SRX15289060	paired	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR192/014/SRR19225214/SRR19225214_2.fastq.gz
SRX15289065	paired	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR192/009/SRR19225209/SRR19225209_1.fastq.gz
SRX15289065	paired	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR192/009/SRR19225209/SRR19225209_2.fastq.gz
SRX15289064	paired	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR192/010/SRR19225210/SRR19225210_1.fastq.gz
SRX15289064	paired	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR192/010/SRR19225210/SRR19225210_2.fastq.gz
SRX15289059	paired	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR192/015/SRR19225215/SRR19225215_1.fastq.gz
SRX15289059	paired	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR192/015/SRR19225215/SRR19225215_2.fastq.gz
SRX15289058	paired	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR192/016/SRR19225216/SRR19225216_1.fastq.gz
SRX15289058	paired	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR192/016/SRR19225216/SRR19225216_2.fastq.gz
SRX15289057	paired	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR192/017/SRR19225217/SRR19225217_1.fastq.gz
SRX15289057	paired	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR192/017/SRR19225217/SRR19225217_2.fastq.gz
SRX15289056	paired	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR192/018/SRR19225218/SRR19225218_1.fastq.gz
SRX15289056	paired	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR192/018/SRR19225218/SRR19225218_2.fastq.gz
SRX15289053	paired	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR192/021/SRR19225221/SRR19225221_1.fastq.gz
SRX15289053	paired	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR192/021/SRR19225221/SRR19225221_2.fastq.gz
SRX15289055	paired	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR192/019/SRR19225219/SRR19225219_1.fastq.gz
SRX15289055	paired	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR192/019/SRR19225219/SRR19225219_2.fastq.gz
SRX15289051	paired	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR192/023/SRR19225223/SRR19225223_1.fastq.gz
SRX15289051	paired	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR192/023/SRR19225223/SRR19225223_2.fastq.gz
SRX15289052	paired	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR192/022/SRR19225222/SRR19225222_1.fastq.gz
SRX15289052	paired	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR192/022/SRR19225222/SRR19225222_2.fastq.gz
SRX15289054	paired	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR192/020/SRR19225220/SRR19225220_1.fastq.gz
SRX15289054	paired	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR192/020/SRR19225220/SRR19225220_2.fastq.gz
SRX15289050	paired	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR192/024/SRR19225224/SRR19225224_1.fastq.gz
SRX15289050	paired	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR192/024/SRR19225224/SRR19225224_2.fastq.gz
SRX15289049	paired	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR192/025/SRR19225225/SRR19225225_1.fastq.gz
SRX15289049	paired	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR192/025/SRR19225225/SRR19225225_2.fastq.gz
SRX15289048	paired	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR192/026/SRR19225226/SRR19225226_1.fastq.gz
SRX15289048	paired	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR192/026/SRR19225226/SRR19225226_2.fastq.gz
SRX15289047	paired	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR192/027/SRR19225227/SRR19225227_1.fastq.gz
SRX15289047	paired	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR192/027/SRR19225227/SRR19225227_2.fastq.gz
SRX15289045	paired	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR192/029/SRR19225229/SRR19225229_1.fastq.gz
SRX15289045	paired	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR192/029/SRR19225229/SRR19225229_2.fastq.gz
SRX15289043	paired	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR192/031/SRR19225231/SRR19225231_1.fastq.gz
SRX15289043	paired	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR192/031/SRR19225231/SRR19225231_2.fastq.gz
SRX15289042	paired	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR192/032/SRR19225232/SRR19225232_1.fastq.gz
SRX15289042	paired	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR192/032/SRR19225232/SRR19225232_2.fastq.gz
SRX15289040	paired	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR192/034/SRR19225234/SRR19225234_1.fastq.gz
SRX15289040	paired	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR192/034/SRR19225234/SRR19225234_2.fastq.gz
SRX15289046	paired	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR192/028/SRR19225228/SRR19225228_1.fastq.gz
SRX15289046	paired	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR192/028/SRR19225228/SRR19225228_2.fastq.gz
SRX15289041	paired	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR192/033/SRR19225233/SRR19225233_1.fastq.gz
SRX15289041	paired	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR192/033/SRR19225233/SRR19225233_2.fastq.gz
SRX15289044	paired	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR192/030/SRR19225230/SRR19225230_1.fastq.gz
SRX15289044	paired	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR192/030/SRR19225230/SRR19225230_2.fastq.gz
SRX15289039	paired	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR192/035/SRR19225235/SRR19225235_1.fastq.gz
SRX15289039	paired	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR192/035/SRR19225235/SRR19225235_2.fastq.gz
SRX15289038	paired	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR192/004/SRR19225104/SRR19225104_1.fastq.gz
SRX15289038	paired	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR192/004/SRR19225104/SRR19225104_2.fastq.gz
SRX15289036	paired	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR192/006/SRR19225106/SRR19225106_1.fastq.gz
SRX15289036	paired	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR192/006/SRR19225106/SRR19225106_2.fastq.gz
SRX15289037	paired	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR192/005/SRR19225105/SRR19225105_1.fastq.gz
SRX15289037	paired	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR192/005/SRR19225105/SRR19225105_2.fastq.gz
SRX15289035	paired	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR192/007/SRR19225107/SRR19225107_1.fastq.gz
SRX15289035	paired	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR192/007/SRR19225107/SRR19225107_2.fastq.gz
SRX15289034	paired	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR192/008/SRR19225108/SRR19225108_1.fastq.gz
SRX15289034	paired	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR192/008/SRR19225108/SRR19225108_2.fastq.gz
SRX15289032	paired	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR192/010/SRR19225110/SRR19225110_1.fastq.gz
SRX15289032	paired	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR192/010/SRR19225110/SRR19225110_2.fastq.gz
SRX15289033	paired	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR192/009/SRR19225109/SRR19225109_1.fastq.gz
SRX15289033	paired	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR192/009/SRR19225109/SRR19225109_2.fastq.gz
SRX15289031	paired	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR192/011/SRR19225111/SRR19225111_1.fastq.gz
SRX15289031	paired	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR192/011/SRR19225111/SRR19225111_2.fastq.gz
SRX15289030	paired	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR192/012/SRR19225112/SRR19225112_1.fastq.gz
SRX15289030	paired	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR192/012/SRR19225112/SRR19225112_2.fastq.gz
SRX15289029	paired	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR192/013/SRR19225113/SRR19225113_1.fastq.gz
SRX15289029	paired	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR192/013/SRR19225113/SRR19225113_2.fastq.gz
SRX15289028	paired	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR192/014/SRR19225114/SRR19225114_1.fastq.gz
SRX15289028	paired	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR192/014/SRR19225114/SRR19225114_2.fastq.gz
SRX15289027	paired	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR192/015/SRR19225115/SRR19225115_1.fastq.gz
SRX15289027	paired	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR192/015/SRR19225115/SRR19225115_2.fastq.gz
SRX15289023	paired	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR192/019/SRR19225119/SRR19225119_1.fastq.gz
SRX15289023	paired	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR192/019/SRR19225119/SRR19225119_2.fastq.gz
SRX15289024	paired	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR192/018/SRR19225118/SRR19225118_1.fastq.gz
SRX15289024	paired	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR192/018/SRR19225118/SRR19225118_2.fastq.gz
SRX15289025	paired	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR192/017/SRR19225117/SRR19225117_1.fastq.gz
SRX15289025	paired	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR192/017/SRR19225117/SRR19225117_2.fastq.gz
SRX15289022	paired	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR192/020/SRR19225120/SRR19225120_1.fastq.gz
SRX15289022	paired	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR192/020/SRR19225120/SRR19225120_2.fastq.gz
SRX15289026	paired	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR192/016/SRR19225116/SRR19225116_1.fastq.gz
SRX15289026	paired	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR192/016/SRR19225116/SRR19225116_2.fastq.gz
SRX15289020	paired	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR192/022/SRR19225122/SRR19225122_1.fastq.gz
SRX15289020	paired	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR192/022/SRR19225122/SRR19225122_2.fastq.gz
SRX15289021	paired	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR192/021/SRR19225121/SRR19225121_1.fastq.gz
SRX15289021	paired	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR192/021/SRR19225121/SRR19225121_2.fastq.gz
SRX15289019	paired	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR192/023/SRR19225123/SRR19225123_1.fastq.gz
SRX15289019	paired	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR192/023/SRR19225123/SRR19225123_2.fastq.gz
SRX15289018	paired	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR192/024/SRR19225124/SRR19225124_1.fastq.gz
SRX15289018	paired	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR192/024/SRR19225124/SRR19225124_2.fastq.gz
SRX15289017	paired	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR192/025/SRR19225125/SRR19225125_1.fastq.gz
SRX15289017	paired	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR192/025/SRR19225125/SRR19225125_2.fastq.gz
SRX15289015	paired	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR192/027/SRR19225127/SRR19225127_1.fastq.gz
SRX15289015	paired	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR192/027/SRR19225127/SRR19225127_2.fastq.gz
SRX15289014	paired	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR192/028/SRR19225128/SRR19225128_1.fastq.gz
SRX15289014	paired	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR192/028/SRR19225128/SRR19225128_2.fastq.gz
SRX15289012	paired	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR192/030/SRR19225130/SRR19225130_1.fastq.gz
SRX15289012	paired	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR192/030/SRR19225130/SRR19225130_2.fastq.gz
SRX15289016	paired	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR192/026/SRR19225126/SRR19225126_1.fastq.gz
SRX15289016	paired	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR192/026/SRR19225126/SRR19225126_2.fastq.gz
SRX15289013	paired	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR192/029/SRR19225129/SRR19225129_1.fastq.gz
SRX15289013	paired	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR192/029/SRR19225129/SRR19225129_2.fastq.gz
SRX15289011	paired	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR192/031/SRR19225131/SRR19225131_1.fastq.gz
SRX15289011	paired	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR192/031/SRR19225131/SRR19225131_2.fastq.gz
SRX15289010	paired	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR192/032/SRR19225132/SRR19225132_1.fastq.gz
SRX15289010	paired	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR192/032/SRR19225132/SRR19225132_2.fastq.gz
SRX15289009	paired	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR192/033/SRR19225133/SRR19225133_1.fastq.gz
SRX15289009	paired	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR192/033/SRR19225133/SRR19225133_2.fastq.gz
SRX15289008	paired	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR192/034/SRR19225134/SRR19225134_1.fastq.gz
SRX15289008	paired	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR192/034/SRR19225134/SRR19225134_2.fastq.gz
SRX15289006	paired	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR192/036/SRR19225136/SRR19225136_1.fastq.gz
SRX15289006	paired	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR192/036/SRR19225136/SRR19225136_2.fastq.gz
SRX15289007	paired	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR192/035/SRR19225135/SRR19225135_1.fastq.gz
SRX15289007	paired	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR192/035/SRR19225135/SRR19225135_2.fastq.gz
SRX15289005	paired	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR192/037/SRR19225137/SRR19225137_1.fastq.gz
SRX15289005	paired	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR192/037/SRR19225137/SRR19225137_2.fastq.gz
SRX15289003	paired	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR192/039/SRR19225139/SRR19225139_1.fastq.gz
SRX15289003	paired	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR192/039/SRR19225139/SRR19225139_2.fastq.gz
SRX15289004	paired	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR192/038/SRR19225138/SRR19225138_1.fastq.gz
SRX15289004	paired	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR192/038/SRR19225138/SRR19225138_2.fastq.gz
SRX15289002	paired	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR192/040/SRR19225140/SRR19225140_1.fastq.gz
SRX15289002	paired	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR192/040/SRR19225140/SRR19225140_2.fastq.gz
SRX15289001	paired	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR192/041/SRR19225141/SRR19225141_1.fastq.gz
SRX15289001	paired	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR192/041/SRR19225141/SRR19225141_2.fastq.gz
SRX15289000	paired	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR192/042/SRR19225142/SRR19225142_1.fastq.gz
SRX15289000	paired	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR192/042/SRR19225142/SRR19225142_2.fastq.gz
SRX15288999	paired	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR192/043/SRR19225143/SRR19225143_1.fastq.gz
SRX15288999	paired	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR192/043/SRR19225143/SRR19225143_2.fastq.gz
SRX15288998	paired	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR192/044/SRR19225144/SRR19225144_1.fastq.gz
SRX15288998	paired	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR192/044/SRR19225144/SRR19225144_2.fastq.gz
SRX15288997	paired	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR192/045/SRR19225145/SRR19225145_1.fastq.gz
SRX15288997	paired	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR192/045/SRR19225145/SRR19225145_2.fastq.gz
SRX15288995	paired	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR192/047/SRR19225147/SRR19225147_1.fastq.gz
SRX15288995	paired	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR192/047/SRR19225147/SRR19225147_2.fastq.gz
SRX15288996	paired	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR192/046/SRR19225146/SRR19225146_1.fastq.gz
SRX15288996	paired	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR192/046/SRR19225146/SRR19225146_2.fastq.gz
SRX15288994	paired	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR192/048/SRR19225148/SRR19225148_1.fastq.gz
SRX15288994	paired	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR192/048/SRR19225148/SRR19225148_2.fastq.gz
SRX13146846	single	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR169/043/SRR16955243/SRR16955243.fastq.gz
SRX13146844	single	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR169/041/SRR16955241/SRR16955241.fastq.gz
SRX13146845	single	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR169/042/SRR16955242/SRR16955242.fastq.gz
SRX13146843	single	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR169/040/SRR16955240/SRR16955240.fastq.gz
SRX9724962	single	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR132/035/SRR13296035/SRR13296035.fastq.gz
SRX13146842	single	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR169/039/SRR16955239/SRR16955239.fastq.gz
SRX9724960	single	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR132/033/SRR13296033/SRR13296033.fastq.gz
SRX9724958	single	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR132/031/SRR13296031/SRR13296031.fastq.gz
SRX9724961	single	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR132/034/SRR13296034/SRR13296034.fastq.gz
SRX9724959	single	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR132/032/SRR13296032/SRR13296032.fastq.gz
SRX9724957	single	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR132/030/SRR13296030/SRR13296030.fastq.gz
SRX9724956	single	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR132/029/SRR13296029/SRR13296029.fastq.gz
SRX9724954	single	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR132/027/SRR13296027/SRR13296027.fastq.gz
SRX9724955	single	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR132/028/SRR13296028/SRR13296028.fastq.gz
SRX9724952	single	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR132/025/SRR13296025/SRR13296025.fastq.gz
SRX9724951	single	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR132/024/SRR13296024/SRR13296024.fastq.gz
SRX9724953	single	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR132/026/SRR13296026/SRR13296026.fastq.gz
SRX9724950	single	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR132/023/SRR13296023/SRR13296023.fastq.gz
SRX9724949	single	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR132/022/SRR13296022/SRR13296022.fastq.gz
SRX9724948	single	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR132/021/SRR13296021/SRR13296021.fastq.gz
SRX9724947	single	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR132/020/SRR13296020/SRR13296020.fastq.gz
SRX9724944	single	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR132/017/SRR13296017/SRR13296017.fastq.gz
SRX9724945	single	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR132/018/SRR13296018/SRR13296018.fastq.gz
SRX9724946	single	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR132/019/SRR13296019/SRR13296019.fastq.gz
SRX9724943	single	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR132/016/SRR13296016/SRR13296016.fastq.gz
SRX9724942	single	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR132/015/SRR13296015/SRR13296015.fastq.gz
SRX9724941	single	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR132/014/SRR13296014/SRR13296014.fastq.gz
SRX9724939	single	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR132/012/SRR13296012/SRR13296012.fastq.gz
ERX2744767	single	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR273/002/ERR2731542/ERR2731542.fastq.gz
SRX9724940	single	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR132/013/SRR13296013/SRR13296013.fastq.gz
ERX2744766	single	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR273/001/ERR2731541/ERR2731541.fastq.gz
ERX2744764	single	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR273/009/ERR2731539/ERR2731539.fastq.gz
ERX2744763	single	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR273/008/ERR2731538/ERR2731538.fastq.gz
ERX2744765	single	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR273/000/ERR2731540/ERR2731540.fastq.gz
ERX2744762	single	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR273/007/ERR2731537/ERR2731537.fastq.gz
ERX2744761	single	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR273/006/ERR2731536/ERR2731536.fastq.gz
ERX2744760	single	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR273/005/ERR2731535/ERR2731535.fastq.gz
ERX2744759	single	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR273/004/ERR2731534/ERR2731534.fastq.gz
ERX2744755	single	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR273/000/ERR2731530/ERR2731530.fastq.gz
ERX2744758	single	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR273/003/ERR2731533/ERR2731533.fastq.gz
ERX2744756	single	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR273/001/ERR2731531/ERR2731531.fastq.gz
ERX2744754	single	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR273/009/ERR2731529/ERR2731529.fastq.gz
ERX2744757	single	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR273/002/ERR2731532/ERR2731532.fastq.gz
ERX2744753	single	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR273/008/ERR2731528/ERR2731528.fastq.gz
ERX2744752	single	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR273/007/ERR2731527/ERR2731527.fastq.gz
ERX2744751	single	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR273/006/ERR2731526/ERR2731526.fastq.gz
ERX2744750	single	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR273/005/ERR2731525/ERR2731525.fastq.gz
ERX2744749	single	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR273/004/ERR2731524/ERR2731524.fastq.gz
ERX2744747	single	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR273/002/ERR2731522/ERR2731522.fastq.gz
ERX2744748	single	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR273/003/ERR2731523/ERR2731523.fastq.gz
ERX2744746	single	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR273/001/ERR2731521/ERR2731521.fastq.gz
ERX2744745	single	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR273/000/ERR2731520/ERR2731520.fastq.gz
ERX2744744	single	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR273/009/ERR2731519/ERR2731519.fastq.gz
ERX2744743	single	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR273/008/ERR2731518/ERR2731518.fastq.gz
ERX2744741	single	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR273/006/ERR2731516/ERR2731516.fastq.gz
ERX2744742	single	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR273/007/ERR2731517/ERR2731517.fastq.gz
ERX2744740	single	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR273/005/ERR2731515/ERR2731515.fastq.gz
