Experiment	Type	URL
ERX2744739	single	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR273/004/ERR2731514/ERR2731514.fastq.gz
ERX2744735	single	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR273/000/ERR2731510/ERR2731510.fastq.gz
ERX2744736	single	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR273/001/ERR2731511/ERR2731511.fastq.gz
ERX2744737	single	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR273/002/ERR2731512/ERR2731512.fastq.gz
ERX2744734	single	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR273/009/ERR2731509/ERR2731509.fastq.gz
ERX2744738	single	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR273/003/ERR2731513/ERR2731513.fastq.gz
ERX2744733	single	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR273/008/ERR2731508/ERR2731508.fastq.gz
ERX2744732	single	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR273/007/ERR2731507/ERR2731507.fastq.gz
ERX2744731	single	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR273/006/ERR2731506/ERR2731506.fastq.gz
ERX2744730	single	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR273/005/ERR2731505/ERR2731505.fastq.gz
ERX2744724	single	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR273/009/ERR2731499/ERR2731499.fastq.gz
ERX2744726	single	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR273/001/ERR2731501/ERR2731501.fastq.gz
ERX2744729	single	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR273/004/ERR2731504/ERR2731504.fastq.gz
ERX2744728	single	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR273/003/ERR2731503/ERR2731503.fastq.gz
ERX2744727	single	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR273/002/ERR2731502/ERR2731502.fastq.gz
ERX2744725	single	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR273/000/ERR2731500/ERR2731500.fastq.gz
ERX2744723	single	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR273/008/ERR2731498/ERR2731498.fastq.gz
ERX2744722	single	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR273/007/ERR2731497/ERR2731497.fastq.gz
ERX2744720	single	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR273/005/ERR2731495/ERR2731495.fastq.gz
ERX2744721	single	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR273/006/ERR2731496/ERR2731496.fastq.gz
ERX1919232	paired	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR185/009/ERR1857549/ERR1857549_1.fastq.gz
ERX1919232	paired	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR185/009/ERR1857549/ERR1857549_2.fastq.gz
ERX1919233	paired	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR185/000/ERR1857550/ERR1857550_1.fastq.gz
ERX1919233	paired	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR185/000/ERR1857550/ERR1857550_2.fastq.gz
ERX1919234	paired	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR185/001/ERR1857551/ERR1857551_1.fastq.gz
ERX1919234	paired	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR185/001/ERR1857551/ERR1857551_2.fastq.gz
ERX2744719	single	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR273/004/ERR2731494/ERR2731494.fastq.gz
ERX1919229	paired	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR185/006/ERR1857546/ERR1857546_1.fastq.gz
ERX1919229	paired	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR185/006/ERR1857546/ERR1857546_2.fastq.gz
ERX1919230	paired	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR185/007/ERR1857547/ERR1857547_1.fastq.gz
ERX1919230	paired	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR185/007/ERR1857547/ERR1857547_2.fastq.gz
ERX1919231	paired	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR185/008/ERR1857548/ERR1857548_1.fastq.gz
ERX1919231	paired	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR185/008/ERR1857548/ERR1857548_2.fastq.gz
ERX1919228	paired	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR185/005/ERR1857545/ERR1857545_1.fastq.gz
ERX1919228	paired	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR185/005/ERR1857545/ERR1857545_2.fastq.gz
ERX1919227	paired	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR185/004/ERR1857544/ERR1857544_1.fastq.gz
ERX1919227	paired	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR185/004/ERR1857544/ERR1857544_2.fastq.gz
ERX1919226	paired	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR185/003/ERR1857543/ERR1857543_1.fastq.gz
ERX1919226	paired	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR185/003/ERR1857543/ERR1857543_2.fastq.gz
ERX1972654	paired	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR191/009/ERR1912239/ERR1912239_1.fastq.gz
ERX1972654	paired	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR191/009/ERR1912239/ERR1912239_2.fastq.gz
SRX2652944	paired	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR535/004/SRR5357044/SRR5357044_1.fastq.gz
SRX2652944	paired	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR535/004/SRR5357044/SRR5357044_2.fastq.gz
ERX1972655	paired	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR191/000/ERR1912240/ERR1912240_1.fastq.gz
ERX1972655	paired	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR191/000/ERR1912240/ERR1912240_2.fastq.gz
ERX1972656	paired	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR191/001/ERR1912241/ERR1912241_1.fastq.gz
ERX1972656	paired	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR191/001/ERR1912241/ERR1912241_2.fastq.gz
ERX1972657	paired	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR191/002/ERR1912242/ERR1912242_1.fastq.gz
ERX1972657	paired	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR191/002/ERR1912242/ERR1912242_2.fastq.gz
SRX2652945	paired	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR535/005/SRR5357045/SRR5357045_1.fastq.gz
SRX2652945	paired	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR535/005/SRR5357045/SRR5357045_2.fastq.gz
SRX2652943	paired	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR535/003/SRR5357043/SRR5357043_1.fastq.gz
SRX2652943	paired	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR535/003/SRR5357043/SRR5357043_2.fastq.gz
SRX2652942	paired	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR535/002/SRR5357042/SRR5357042_1.fastq.gz
SRX2652942	paired	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR535/002/SRR5357042/SRR5357042_2.fastq.gz
SRX1726524	single	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR344/001/SRR3440081/SRR3440081.fastq.gz
SRX1726525	single	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR344/002/SRR3440082/SRR3440082.fastq.gz
SRX1726523	single	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR344/000/SRR3440080/SRR3440080.fastq.gz
SRX1559582	single	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR314/008/SRR3143428/SRR3143428.fastq.gz
SRX1726522	single	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR344/009/SRR3440079/SRR3440079.fastq.gz
SRX1559581	single	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR314/007/SRR3143427/SRR3143427.fastq.gz
SRX1559583	single	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR314/009/SRR3143429/SRR3143429.fastq.gz
SRX148848	single	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR499/SRR499750/SRR499750.fastq.gz
SRX1133905	paired	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR215/002/SRR2157872/SRR2157872_1.fastq.gz
SRX1133905	paired	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR215/002/SRR2157872/SRR2157872_2.fastq.gz
SRX1133905	paired	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR215/003/SRR2157873/SRR2157873_1.fastq.gz
SRX1133905	paired	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR215/003/SRR2157873/SRR2157873_2.fastq.gz
SRX1133905	paired	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR214/006/SRR2146066/SRR2146066_1.fastq.gz
SRX1133905	paired	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR214/006/SRR2146066/SRR2146066_2.fastq.gz
SRX1133905	paired	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR215/004/SRR2157874/SRR2157874_1.fastq.gz
SRX1133905	paired	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR215/004/SRR2157874/SRR2157874_2.fastq.gz
SRX1133905	paired	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR215/005/SRR2157875/SRR2157875_1.fastq.gz
SRX1133905	paired	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR215/005/SRR2157875/SRR2157875_2.fastq.gz
